SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4
2021-2022,17,ILLINOIS,IL,Big Hollow Primary School,Big Hollow SD 38,1,,IL-34-049-0380-02,1706270,IL-34-049-0380-02-3404903802001,1.70627E+11,1700306,33335 N Fish Lake Rd,,,Ingleside,IL,60041,9263,33335 N Fish Lake Rd,,,Ingleside,IL,60041,9263
2021-2022,17,ILLINOIS,IL,Big Hollow Middle School,Big Hollow SD 38,1,,IL-34-049-0380-02,1706270,IL-34-049-0380-02-3404903801001,1.70627E+11,1700307,26051 W Nippersink Rd,,,Ingleside,IL,60041,8785,26051 W Nippersink Rd,,,Ingleside,IL,60041,8785
2021-2022,17,ILLINOIS,IL,Big Hollow Elem School,Big Hollow SD 38,1,,IL-34-049-0380-02,1706270,IL-34-049-0380-02-3404903802002,1.70627E+11,1704081,33315 N Fish Lake Rd,,,Ingleside,IL,60041,9263,33315 N Fish Lake Rd,,,Ingleside,IL,60041,9263
2021-2022,17,ILLINOIS,IL,Bismarck-Henning Jr High School,Bismarck Henning CUSD,1,,IL-54-092-0010-26,1706390,IL-54-092-0010-26-5409200101001,1.70639E+11,1700308,PO Box 350,,,Bismarck,IL,61814,350,PO Box 350,,,Bismarck,IL,61814,350
2021-2022,17,ILLINOIS,IL,Bismarck-Henning Rossville-Alvin Cooperative HS 1,Bismarck Henning CUSD,1,,IL-54-092-0010-26,1706390,IL-54-092-0010-26-5409200100005,1.70639E+11,1700309,PO Box 200,,,Bismarck,IL,61814,200,PO Box 200,,,Bismarck,IL,61814,200
2021-2022,17,ILLINOIS,IL,Bismarck-Henning Elem School,Bismarck Henning CUSD,1,,IL-54-092-0010-26,1706390,IL-54-092-0010-26-5409200102001,1.70639E+11,1700310,PO Box 50,,,Bismarck,IL,61814,50,PO Box 50,,,Bismarck,IL,61814,50
2021-2022,17,ILLINOIS,IL,Bloom High School,Bloom Twp HSD 206,1,,IL-07-016-2060-17,1706420,IL-07-016-2060-17-0701620600001,1.70642E+11,1700312,101 W 10th St,,,Chicago Heights,IL,60411,2100,101 W 10th St,,,Chicago Heights,IL,60411,2100
2021-2022,17,ILLINOIS,IL,Bloom Trail High School,Bloom Twp HSD 206,1,,IL-07-016-2060-17,1706420,IL-07-016-2060-17-0701620600002,1.70642E+11,1700313,22331 Cottage Grove Ave,,,Chicago Heights,IL,60411,5652,22331 Cottage Grove Ave,,,Chicago Heights,IL,60411,5652
2021-2022,17,ILLINOIS,IL,Dist 206 Alternative High School,Bloom Twp HSD 206,1,,IL-07-016-2060-17,1706420,IL-07-016-2060-17-0701620603001,1.70642E+11,1704546,100 W 10th St,,,Chicago Heights,IL,60411,2002,100 W 10th St,,,Chicago Heights,IL,60411,2002
2021-2022,17,ILLINOIS,IL,Dujardin Elementary School,Bloomingdale SD 13,1,,IL-19-022-0130-02,1706450,IL-19-022-0130-02-1902201302002,1.70645E+11,1700315,166 Euclid Ave,,,Bloomingdale,IL,60108,1634,166 Euclid Ave,,,Bloomingdale,IL,60108,1634
2021-2022,17,ILLINOIS,IL,Westfield Middle School,Bloomingdale SD 13,1,,IL-19-022-0130-02,1706450,IL-19-022-0130-02-1902201301001,1.70645E+11,1700316,149 Fairfield Way,,,Bloomingdale,IL,60108,1547,149 Fairfield Way,,,Bloomingdale,IL,60108,1547
2021-2022,17,ILLINOIS,IL,Erickson Elementary School,Bloomingdale SD 13,1,,IL-19-022-0130-02,1706450,IL-19-022-0130-02-1902201302004,1.70645E+11,1700488,277 Springfield Dr,,,Bloomingdale,IL,60108,2216,277 Springfield Dr,,,Bloomingdale,IL,60108,2216
2021-2022,17,ILLINOIS,IL,Sarah A Raymond Sch of Early Educ,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408703001,1.70648E+11,1700046,1402 W Olive St,,,Bloomington,IL,61701,4756,1402 W Olive St,,,Bloomington,IL,61701,4756
2021-2022,17,ILLINOIS,IL,Bent Elem School,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408702003,1.70648E+11,1700317,904 N Roosevelt Ave,,,Bloomington,IL,61701,2936,904 N Roosevelt Ave,,,Bloomington,IL,61701,2936
2021-2022,17,ILLINOIS,IL,Bloomington High School,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408700001,1.70648E+11,1700318,1202 E Locust St,,,Bloomington,IL,61701,3363,1202 E Locust St,,,Bloomington,IL,61701,3363
2021-2022,17,ILLINOIS,IL,Bloomington Jr High School,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408701002,1.70648E+11,1700319,901 Colton Ave,,,Bloomington,IL,61701,3374,901 Colton Ave,,,Bloomington,IL,61701,3374
2021-2022,17,ILLINOIS,IL,Irving Elementary School,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408702006,1.70648E+11,1700321,602 W Jackson St,,,Bloomington,IL,61701,4904,602 W Jackson St,,,Bloomington,IL,61701,4904
2021-2022,17,ILLINOIS,IL,Oakland Elementary School,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408702009,1.70648E+11,1700323,1605 E Oakland Ave,,,Bloomington,IL,61701,5617,1605 E Oakland Ave,,,Bloomington,IL,61701,5617
2021-2022,17,ILLINOIS,IL,Sheridan Elem School,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408702011,1.70648E+11,1700325,1403 W Walnut St,,,Bloomington,IL,61701,2652,1403 W Walnut St,,,Bloomington,IL,61701,2652
2021-2022,17,ILLINOIS,IL,Stevenson Elem School,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408702012,1.70648E+11,1700326,2106 Arrowhead Dr,,,Bloomington,IL,61704,2357,2106 Arrowhead Dr,,,Bloomington,IL,61704,2357
2021-2022,17,ILLINOIS,IL,Washington Elem School,Bloomington SD 87,1,,IL-17-064-0870-25,1706480,IL-17-064-0870-25-1706408702013,1.70648E+11,1700327,1201 E Washington St,,,Bloomington,IL,61701,4243,1201 E Washington St,,,Bloomington,IL,61701,4243
2021-2022,17,ILLINOIS,IL,Everett F Kerr Middle School,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613001001,1.70651E+11,1700328,12915 Maple Ave,,,Blue Island,IL,60406,2014,12915 Maple Ave,,,Blue Island,IL,60406,2014
2021-2022,17,ILLINOIS,IL,Lincoln Elem School,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613002011,1.70651E+11,1700332,2140 Broadway St,,,Blue Island,IL,60406,3051,2140 Broadway St,,,Blue Island,IL,60406,3051
2021-2022,17,ILLINOIS,IL,Nathan Hale Intermediate,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613002004,1.70651E+11,1700333,5312 135th St,,,Crestwood,IL,60445,1504,5312 135th St,,,Crestwood,IL,60445,1504
2021-2022,17,ILLINOIS,IL,Nathan Hale Middle School,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613001002,1.70651E+11,1700334,5220 135th St,,,Crestwood,IL,60445,1502,5220 135th St,,,Crestwood,IL,60445,1502
2021-2022,17,ILLINOIS,IL,Nathan Hale Primary School,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613002012,1.70651E+11,1700335,5324 135th St,,,Crestwood,IL,60445,1504,5324 135th St,,,Crestwood,IL,60445,1504
2021-2022,17,ILLINOIS,IL,Paul Revere Intermediate School,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613002008,1.70651E+11,1700336,12331 Gregory St,,,Blue Island,IL,60406,1630,12331 Gregory St,,,Blue Island,IL,60406,1630
2021-2022,17,ILLINOIS,IL,Whittier Elementary School,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613002010,1.70651E+11,1700338,13043 Maple Ave,,,Blue Island,IL,60406,2338,13043 Maple Ave,,,Blue Island,IL,60406,2338
2021-2022,17,ILLINOIS,IL,Veterans Memorial Middle Sch,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613001003,1.70651E+11,1704244,12320 Greenwood Ave,,,Blue Island,IL,60406,1558,12320 Greenwood Ave,,,Blue Island,IL,60406,1558
2021-2022,17,ILLINOIS,IL,Paul Revere Primary School,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613002018,1.70651E+11,1704251,2300 123rd Pl,,,Blue Island,IL,60406,1672,2300 123rd Pl,,,Blue Island,IL,60406,1672
2021-2022,17,ILLINOIS,IL,George Washington Elementary Sch,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613002019,1.70651E+11,1704253,12545 S Homan Ave,,,Alsip,IL,60803,4114,12545 S Homan Ave,,,Alsip,IL,60803,4114
2021-2022,17,ILLINOIS,IL,Horace Mann School,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613003001,1.70651E+11,1705401,2975 W Broadway St,,,Blue Island,IL,60406,,2975 W Broadway St,,,Blue Island,IL,60406,
2021-2022,17,ILLINOIS,IL,A.N.C.H.O.R. Academy,Cook County SD 130,1,,IL-07-016-1300-02,1706510,IL-07-016-1300-02-0701613003003,1.70651E+11,1706780,12015 Maple Ave,,,Blue Island,IL,60406,1023,12015 Maple Ave,,,Blue Island,IL,60406,1023
2021-2022,17,ILLINOIS,IL,A B Shepard High Sch (Campus),CHSD 218,1,,IL-07-016-2180-16,1706540,IL-07-016-2180-16-0701621800007,1.70654E+11,1700339,13049 S Ridgeland Ave,,,Palos Heights,IL,60463,2625,13049 S Ridgeland Ave,,,Palos Heights,IL,60463,2625
2021-2022,17,ILLINOIS,IL,DD Eisenhower High Sch (Campus),CHSD 218,1,,IL-07-016-2180-16,1706540,IL-07-016-2180-16-0701621800001,1.70654E+11,1700342,12700 Sacramento Ave,,,Blue Island,IL,60406,1822,12700 Sacramento Ave,,,Blue Island,IL,60406,1822
2021-2022,17,ILLINOIS,IL,H L Richards High Sch(Campus),CHSD 218,1,,IL-07-016-2180-16,1706540,IL-07-016-2180-16-0701621800004,1.70654E+11,1700343,10601 Central Ave,,,Oak Lawn,IL,60453,5038,10601 Central Ave,,,Oak Lawn,IL,60453,5038
2021-2022,17,ILLINOIS,IL,Delta Learning Center,CHSD 218,1,,IL-07-016-2180-16,1706540,IL-07-016-2180-16-0701621803001,1.70654E+11,1700747,3940 W Midlothian Tpke,,,Crestwood,IL,60418,3239,3940 W Midlothian Tpke,,,Crestwood,IL,60418,3239
2021-2022,17,ILLINOIS,IL,Bluffs High School,Scott-Morgan CUSD 2,1,,IL-01-086-0020-26,1706600,IL-01-086-0020-26-0108600200001,1.7066E+11,1700348,100 W Rockwood St,,,Bluffs,IL,62621,8114,100 W Rockwood St,,,Bluffs,IL,62621,8114
2021-2022,17,ILLINOIS,IL,Bluffs Elementary School,Scott-Morgan CUSD 2,1,,IL-01-086-0020-26,1706600,IL-01-086-0020-26-0108600202001,1.7066E+11,1704551,PO Box 230,,,Bluffs,IL,62621,230,PO Box 230,,,Bluffs,IL,62621,230
2021-2022,17,ILLINOIS,IL,Bluffs Junior High School,Scott-Morgan CUSD 2,1,,IL-01-086-0020-26,1706600,IL-01-086-0020-26-0108600201001,1.7066E+11,1704552,PO Box 230,,,Bluffs,IL,62621,230,PO Box 230,,,Bluffs,IL,62621,230
2021-2022,17,ILLINOIS,IL,Alan B Shepard Elem School,Bourbonnais SD 53,1,,IL-32-046-0530-02,1706750,IL-32-046-0530-02-3204605302003,1.70675E+11,1700350,325 N Convent St,,,Bourbonnais,IL,60914,2015,325 N Convent St,,,Bourbonnais,IL,60914,2015
2021-2022,17,ILLINOIS,IL,Bourbonnais Upper Grade Center,Bourbonnais SD 53,1,,IL-32-046-0530-02,1706750,IL-32-046-0530-02-3204605301001,1.70675E+11,1700351,200 W John Casey Rd,,,Bourbonnais,IL,60914,1368,200 W John Casey Rd,,,Bourbonnais,IL,60914,1368
2021-2022,17,ILLINOIS,IL,Shabbona Elem School,Bourbonnais SD 53,1,,IL-32-046-0530-02,1706750,IL-32-046-0530-02-3204605302002,1.70675E+11,1700353,321 N Convent St,,,Bourbonnais,IL,60914,2015,321 N Convent St,,,Bourbonnais,IL,60914,2015
2021-2022,17,ILLINOIS,IL,Noel Levasseur Elem School,Bourbonnais SD 53,1,,IL-32-046-0530-02,1706750,IL-32-046-0530-02-3204605302004,1.70675E+11,1704371,601 W Bethel Dr,,,Bourbonnais,IL,60914,1114,601 W Bethel Dr,,,Bourbonnais,IL,60914,1114
2021-2022,17,ILLINOIS,IL,Liberty Intermediate School,Bourbonnais SD 53,1,,IL-32-046-0530-02,1706750,IL-32-046-0530-02-3204605302005,1.70675E+11,1705828,1690 Career Center Rd,,,Bourbonnais,IL,60914,4970,1690 Career Center Rd,,,Bourbonnais,IL,60914,4970
2021-2022,17,ILLINOIS,IL,Braceville Elem School,Braceville SD 75,1,,IL-24-032-0750-02,1706840,IL-24-032-0750-02-2403207502001,1.70684E+11,1700354,209 N Mitchell St,,,Braceville,IL,60407,9068,209 N Mitchell St,,,Braceville,IL,60407,9068
2021-2022,17,ILLINOIS,IL,Bradford Grade School,Bradford CUSD 1,1,,IL-28-088-0010-26,1706880,IL-28-088-0010-26-2808800102001,1.70688E+11,1700355,345 Silver St,,,Bradford,IL,61421,5074,345 Silver St,,,Bradford,IL,61421,5074
2021-2022,17,ILLINOIS,IL,Bradford Jr High School,Bradford CUSD 1,1,,IL-28-088-0010-26,1706880,IL-28-088-0010-26-2808800101001,1.70688E+11,1704784,115 High St,,,Bradford,IL,61421,5087,115 High St,,,Bradford,IL,61421,5087
2021-2022,17,ILLINOIS,IL,Bradley East Elem School,Bradley SD 61,1,,IL-32-046-0610-02,1706930,IL-32-046-0610-02-3204606102002,1.70693E+11,1700358,610 Liberty St,,,Bradley,IL,60915,2424,610 Liberty St,,,Bradley,IL,60915,2424
2021-2022,17,ILLINOIS,IL,Bradley West Elem School,Bradley SD 61,1,,IL-32-046-0610-02,1706930,IL-32-046-0610-02-3204606102003,1.70693E+11,1700359,200 W State St,,,Bradley,IL,60915,2681,200 W State St,,,Bradley,IL,60915,2681
2021-2022,17,ILLINOIS,IL,Bradley Central Middle School,Bradley SD 61,1,,IL-32-046-0610-02,1706930,IL-32-046-0610-02-3204606101001,1.70693E+11,1700853,260 N Wabash Ave,,,Bradley,IL,60915,1668,260 N Wabash Ave,,,Bradley,IL,60915,1668
2021-2022,17,ILLINOIS,IL,Bradley-Bourbonnais C High School,Bradley Bourbonnais CHSD 307,1,,IL-32-046-3070-16,1706960,IL-32-046-3070-16-3204630700001,1.70696E+11,1700360,700 W North St,,,Bradley,IL,60915,1013,700 W North St,,,Bradley,IL,60915,1013
2021-2022,17,ILLINOIS,IL,Beckemeyer Elem School,Breese ESD 12,1,,IL-13-014-0120-04,1707010,IL-13-014-0120-04-1301401202002,1.70701E+11,1700362,PO Box 307,,,Beckemeyer,IL,62219,307,PO Box 307,,,Beckemeyer,IL,62219,307
2021-2022,17,ILLINOIS,IL,Breese Elem School,Breese ESD 12,1,,IL-13-014-0120-04,1707010,IL-13-014-0120-04-1301401202001,1.70701E+11,1700363,777 Memorial Dr,,,Breese,IL,62230,1376,777 Memorial Dr,,,Breese,IL,62230,1376
2021-2022,17,ILLINOIS,IL,Bremen High School,Bremen CHSD 228,1,,IL-07-016-2280-16,1707050,IL-07-016-2280-16-0701622800001,1.70705E+11,1700364,15203 Pulaski Rd,,,Midlothian,IL,60445,3755,15203 Pulaski Rd,,,Midlothian,IL,60445,3755
2021-2022,17,ILLINOIS,IL,Hillcrest High School,Bremen CHSD 228,1,,IL-07-016-2280-16,1707050,IL-07-016-2280-16-0701622800003,1.70705E+11,1700365,17401 Pulaski Rd,,,Country Club Hills,IL,60478,4600,17401 Pulaski Rd,,,Country Club Hills,IL,60478,4600
2021-2022,17,ILLINOIS,IL,Oak Forest High School,Bremen CHSD 228,1,,IL-07-016-2280-16,1707050,IL-07-016-2280-16-0701622800004,1.70705E+11,1700366,15201 Central Ave,,,Oak Forest,IL,60452,2101,15201 Central Ave,,,Oak Forest,IL,60452,2101
2021-2022,17,ILLINOIS,IL,Tinley Park High School,Bremen CHSD 228,1,,IL-07-016-2280-16,1707050,IL-07-016-2280-16-0701622800002,1.70705E+11,1700367,6111 175th St,,,Tinley Park,IL,60477,3018,6111 175th St,,,Tinley Park,IL,60477,3018
2021-2022,17,ILLINOIS,IL,Delta Academy and Achieve,Bremen CHSD 228,1,,IL-07-016-2280-16,1707050,IL-07-016-2280-16-0701622803001,1.70705E+11,1706772,16333 Kilbourne Ave,,,Oak Forest,IL,60452,4601,16333 Kilbourne Ave,,,Oak Forest,IL,60452,4601
2021-2022,17,ILLINOIS,IL,Bridgeview Elem School,Indian Springs SD 109,1,,IL-07-016-1090-02,1707170,IL-07-016-1090-02-0701610902001,1.70717E+11,1700368,7800 S Thomas Ave,,,Bridgeview,IL,60455,1524,7800 S Thomas Ave,,,Bridgeview,IL,60455,1524
2021-2022,17,ILLINOIS,IL,Frank A Brodnicki Elem School,Indian Springs SD 109,1,,IL-07-016-1090-02,1707170,IL-07-016-1090-02-0701610902002,1.70717E+11,1700369,8641 W 75th St,,,Justice,IL,60458,1114,8641 W 75th St,,,Justice,IL,60458,1114
2021-2022,17,ILLINOIS,IL,George T Wilkins Elem School,Indian Springs SD 109,1,,IL-07-016-1090-02,1707170,IL-07-016-1090-02-0701610902006,1.70717E+11,1700371,8001 S 82nd Ave,,,Justice,IL,60458,1569,8001 S 82nd Ave,,,Justice,IL,60458,1569
2021-2022,17,ILLINOIS,IL,Robina Lyle Elementary School,Indian Springs SD 109,1,,IL-07-016-1090-02,1707170,IL-07-016-1090-02-0701610902004,1.70717E+11,1700372,7801 W 75th St,,,Bridgeview,IL,60455,1288,7801 W 75th St,,,Bridgeview,IL,60455,1288
2021-2022,17,ILLINOIS,IL,Geo T Wilkins Jr High School,Indian Springs SD 109,1,,IL-07-016-1090-02,1707170,IL-07-016-1090-02-0701610901006,1.70717E+11,1704585,8001 S 82nd Ave,,,Justice,IL,60458,1569,8001 S 82nd Ave,,,Justice,IL,60458,1569
2021-2022,17,ILLINOIS,IL,Gladness V Player Early Childhood Center,Indian Springs SD 109,1,,IL-07-016-1090-02,1707170,IL-07-016-1090-02-0701610903001,1.70717E+11,1706392,8600 S Roberts Rd,,,Justice,IL,60458,2307,8600 S Roberts Rd,,,Justice,IL,60458,2307
2021-2022,17,ILLINOIS,IL,Brimfield Grade School,Brimfield CUSD 309,1,,IL-48-072-3090-26,1707200,IL-48-072-3090-26-4807230902002,1.7072E+11,1700374,PO Box 380,,,Brimfield,IL,61517,380,PO Box 380,,,Brimfield,IL,61517,380
2021-2022,17,ILLINOIS,IL,Brimfield High School,Brimfield CUSD 309,1,,IL-48-072-3090-26,1707200,IL-48-072-3090-26-4807230900003,1.7072E+11,1700375,PO Box 380,,,Brimfield,IL,61517,380,PO Box 380,,,Brimfield,IL,61517,380
2021-2022,17,ILLINOIS,IL,Old Quarry Middle Sch,Lemont-Bromberek CSD 113A,1,,IL-07-016-113A-02,1707290,IL-07-016-113A-02-07016113A1002,1.70729E+11,1701933,16100 W 127th St,,,Lemont,IL,60439,7462,16100 W 127th St,,,Lemont,IL,60439,7462
2021-2022,17,ILLINOIS,IL,Oakwood School,Lemont-Bromberek CSD 113A,1,,IL-07-016-113A-02,1707290,IL-07-016-113A-02-07016113A2002,1.70729E+11,1702507,1130 Kim Pl,,,Lemont,IL,60439,4317,1130 Kim Pl,,,Lemont,IL,60439,4317
2021-2022,17,ILLINOIS,IL,River Valley School,Lemont-Bromberek CSD 113A,1,,IL-07-016-113A-02,1707290,IL-07-016-113A-02-07016113A2004,1.70729E+11,1705661,15425 E 127th St,,,Lemont,IL,60439,4494,15425 E 127th St,,,Lemont,IL,60439,4494
2021-2022,17,ILLINOIS,IL,Brook Park Elem School,Brookfield Lagrange Park SD 95,1,,IL-06-016-0950-02,1707320,IL-06-016-0950-02-0601609502002,1.70732E+11,1700380,1214 Raymond Ave,,,La Grange Park,IL,60526,1362,1214 Raymond Ave,,,La Grange Park,IL,60526,1362
2021-2022,17,ILLINOIS,IL,S E Gross  Middle School,Brookfield Lagrange Park SD 95,1,,IL-06-016-0950-02,1707320,IL-06-016-0950-02-0601609501001,1.70732E+11,1700727,3524 Maple Ave,,,Brookfield,IL,60513,1250,3524 Maple Ave,,,Brookfield,IL,60513,1250
2021-2022,17,ILLINOIS,IL,Brownstown Jr High School,Brownstown CUSD 201,1,,IL-03-026-2010-26,1707440,IL-03-026-2010-26-0302620101001,1.70744E+11,1700382,421 S College Ave,,,Brownstown,IL,62418,1129,421 S College Ave,,,Brownstown,IL,62418,1129
2021-2022,17,ILLINOIS,IL,Brownstown High School,Brownstown CUSD 201,1,,IL-03-026-2010-26,1707440,IL-03-026-2010-26-0302620100003,1.70744E+11,1700383,421 S College Ave,,,Brownstown,IL,62418,1129,421 S College Ave,,,Brownstown,IL,62418,1129
2021-2022,17,ILLINOIS,IL,Brownstown Elem School,Brownstown CUSD 201,1,,IL-03-026-2010-26,1707440,IL-03-026-2010-26-0302620102001,1.70744E+11,1704556,460 W South St,,,Brownstown,IL,62418,1120,460 W South St,,,Brownstown,IL,62418,1120
2021-2022,17,ILLINOIS,IL,Paxton-Buckley-Loda High School,Paxton-Buckley-Loda CUD 10,1,,IL-09-027-0100-26,1707650,IL-09-027-0100-26-0902701000001,1.70765E+11,1705478,PO Box 50,,,Paxton,IL,60957,50,PO Box 50,,,Paxton,IL,60957,50
2021-2022,17,ILLINOIS,IL,Paxton-Buckley-Loda Jr High Sch,Paxton-Buckley-Loda CUD 10,1,,IL-09-027-0100-26,1707650,IL-09-027-0100-26-0902701001002,1.70765E+11,1705479,PO Box 50,,,Paxton,IL,60957,50,PO Box 50,,,Paxton,IL,60957,50
2021-2022,17,ILLINOIS,IL,Clara Peterson Elem School,Paxton-Buckley-Loda CUD 10,1,,IL-09-027-0100-26,1707650,IL-09-027-0100-26-0902701002004,1.70765E+11,1705480,PO Box 50,,,Paxton,IL,60957,50,PO Box 50,,,Paxton,IL,60957,50
2021-2022,17,ILLINOIS,IL,Panther Academy,Paxton-Buckley-Loda CUD 10,1,,IL-09-027-0100-26,1707650,IL-09-027-0100-26-0902701003001,1.70765E+11,1706843,430 S High St,,,Paxton,IL,60957,1557,430 S High St,,,Paxton,IL,60957,1557
2021-2022,17,ILLINOIS,IL,Buncombe Cons School,Buncombe Cons SD 43,1,,IL-21-044-0430-03,1707740,IL-21-044-0430-03-2104404302001,1.70774E+11,1700391,PO Box 40,,,Buncombe,IL,62912,40,PO Box 40,,,Buncombe,IL,62912,40
2021-2022,17,ILLINOIS,IL,Bunker Hill High School,Bunker Hill CUSD 8,1,,IL-40-056-0080-26,1707770,IL-40-056-0080-26-4005600800001,1.70777E+11,1700392,314 S Meissner St,,,Bunker Hill,IL,62014,1314,314 S Meissner St,,,Bunker Hill,IL,62014,1314
2021-2022,17,ILLINOIS,IL,Wolf Ridge Education Center,Bunker Hill CUSD 8,1,,IL-40-056-0080-26,1707770,IL-40-056-0080-26-4005600802003,1.70777E+11,1700394,700 W Orange St,,,Bunker Hill,IL,62014,1535,700 W Orange St,,,Bunker Hill,IL,62014,1535
2021-2022,17,ILLINOIS,IL,Central Middle School,Central CUSD 301,1,,IL-31-045-3010-26,1707830,IL-31-045-3010-26-3104530101001,1.70783E+11,1700396,PO Box 397,,,Burlington,IL,60109,397,PO Box 397,,,Burlington,IL,60109,397
2021-2022,17,ILLINOIS,IL,Central High School,Central CUSD 301,1,,IL-31-045-3010-26,1707830,IL-31-045-3010-26-3104530100001,1.70783E+11,1700397,PO Box 68,,,Burlington,IL,60109,68,PO Box 68,,,Burlington,IL,60109,68
2021-2022,17,ILLINOIS,IL,Howard B Thomas Grade School,Central CUSD 301,1,,IL-31-045-3010-26,1707830,IL-31-045-3010-26-3104530102003,1.70783E+11,1700398,PO Box 395,,,Burlington,IL,60109,395,PO Box 395,,,Burlington,IL,60109,395
2021-2022,17,ILLINOIS,IL,Lily Lake Grade School,Central CUSD 301,1,,IL-31-045-3010-26,1707830,IL-31-045-3010-26-3104530102004,1.70783E+11,1700399,5N720 IL Route 47,,,Maple Park,IL,60151,8531,5N720 IL Route 47,,,Maple Park,IL,60151,8531
2021-2022,17,ILLINOIS,IL,Prairie View Grade School,Central CUSD 301,1,,IL-31-045-3010-26,1707830,IL-31-045-3010-26-3104530102006,1.70783E+11,1704063,10N630 Nesler Rd,,,Elgin,IL,60124,8406,10N630 Nesler Rd,,,Elgin,IL,60124,8406
2021-2022,17,ILLINOIS,IL,Country Trails Elem,Central CUSD 301,1,,IL-31-045-3010-26,1707830,IL-31-045-3010-26-3104530102007,1.70783E+11,1705946,3701 Highland Woods Blvd,,,Elgin,IL,60124,7879,3701 Highland Woods Blvd,,,Elgin,IL,60124,7879
2021-2022,17,ILLINOIS,IL,Prairie Knolls Middle Sch,Central CUSD 301,1,,IL-31-045-3010-26,1707830,IL-31-045-3010-26-3104530101002,1.70783E+11,1705957,225 Nesler Rd,,,Elgin,IL,60124,4371,225 Nesler Rd,,,Elgin,IL,60124,4371
2021-2022,17,ILLINOIS,IL,Burnham Elem School,Burnham SD 154-5,1,,IL-07-016-1545-02,1707860,IL-07-016-1545-02-0701615452001,1.70786E+11,1700400,13945 S Green Bay Ave,,,Burnham,IL,60633,1671,13945 S Green Bay Ave,,,Burnham,IL,60633,1671
2021-2022,17,ILLINOIS,IL,Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,1,,IL-26-062-1700-26,1707950,IL-26-062-1700-26-2606217000001,1.70795E+11,1700401,845 Walnut St,,,Bushnell,IL,61422,1253,845 Walnut St,,,Bushnell,IL,61422,1253
2021-2022,17,ILLINOIS,IL,Bushnell-Prairie City Jr High Sch,Bushnell Prairie City CUSD 170,1,,IL-26-062-1700-26,1707950,IL-26-062-1700-26-2606217001002,1.70795E+11,1700402,847 Walnut St,,,Bushnell,IL,61422,1253,847 Walnut St,,,Bushnell,IL,61422,1253
2021-2022,17,ILLINOIS,IL,Bushnell-Prairie City Elem Sch,Bushnell Prairie City CUSD 170,1,,IL-26-062-1700-26,1707950,IL-26-062-1700-26-2606217002003,1.70795E+11,1700403,345 E Hess St,,,Bushnell,IL,61422,1419,345 E Hess St,,,Bushnell,IL,61422,1419
2021-2022,17,ILLINOIS,IL,Brook Forest Elem School,Butler SD 53,1,,IL-19-022-0530-02,1707980,IL-19-022-0530-02-1902205302002,1.70798E+11,1700405,60 Regent Dr,,,Oak Brook,IL,60523,1729,60 Regent Dr,,,Oak Brook,IL,60523,1729
2021-2022,17,ILLINOIS,IL,Butler Junior High School,Butler SD 53,1,,IL-19-022-0530-02,1707980,IL-19-022-0530-02-1902205301001,1.70798E+11,1704936,2801 York Rd,,,Oak Brook,IL,60523,2334,2801 York Rd,,,Oak Brook,IL,60523,2334
2021-2022,17,ILLINOIS,IL,Oak Brook Park District,Butler SD 53,1,,IL-19-022-0530-02,1707980,IL-19-022-0530-02-1902205303001,1.70798E+11,1706228,1450 Forest Gate Rd,,,Oak Brook,IL,60523,2159,1450 Forest Gate Rd,,,Oak Brook,IL,60523,2159
